typestatus	standard	vetted
PARATYPE OF THAMNOMYS VENUSTUS (THE CORYNDON MUSEUM)	paratype	1
PARATYPE OF THAMNOPHIS EQUES VIRGATENUIS	paratype	1
PARATYPE OF THAMNOPHIS MELANOGASTER CHIHUAHUAENSIS	paratype	1
PARATYPE OF THAMNOPHIS MENDAX	paratype	1
PARATYPE OF THAMNOPHIS NIGRONUCHALIS	paratype	1
PARATYPE OF THAMNOPHIS RUTHVENI	paratype	1
PARATYPE OF THAMNOPHIS SIRTALIS ANNECTENS	paratype	1
PARATYPE OF THAMNOPHIS SIRTALIS SIMILIS, ROSSMAN, 1965, PROC. LOUISIANA ACAD. SCI., 27:67	paratype	1
PARATYPE OF THOMASOMYS UCUCHA	paratype	1
PARATYPE OF THORIUS GRANDIS	paratype	1
PARATYPE OF THORIUS NARISOVALIS, TAYLOR, 1940, UNIV. KANSAS SCI. BULL., 26:411	paratype	1
PARATYPE OF THORIUS OMILTEMI	paratype	1
PARATYPE OF THORIUS PULMONARIS, TAYLOR, 1940, UNIV. KANSAS SCI. BULL., 26:411	paratype	1
PARATYPE OF TINAMUS MAJOR BRUNNEIVENTRIS, ALDRICH, 1937. ANNOTATED LIST OF BIRDS OF THE WESTERN SLOPE OF THE AZUERO PENINSULA. SCIENTIFIC PUBLICATIONS OF THE CLEVELAND MUSEUM OF NATURAL HISTORY, 7:28-29.	paratype	1
PARATYPE OF TOLUCA CONICA	paratype	1
PARATYPE OF TOMODACTYLUS DILATUS	paratype	1
PARATYPE OF TOMODACTYLUS GRANDIS	paratype	1
PARATYPE OF TOMODACTYLUS MACROTYMPANUM	paratype	1
PARATYPE OF TOMODACTYLUS PETERSI	paratype	1
PARATYPE OF TOMODACTYLUS SYRISTES	paratype	1
PARATYPE OF TONATIA SAUROPHILA SAUROPHILA (KOOPMAN & WILLIAMS)	paratype	1
PARATYPE OF TRACHYCEPHALUS ATLAS, BOKERMANN, 1966, NEOTROPICA, 12:120	paratype	1
PARATYPE OF TRETANORHINUS INSULAE-PINORUM, BARBOUR, 1916, ANN. CARNEGIE MUS., 10:306	paratype	1
PARATYPE OF TRETANORHINUS NIGROLUTEUS MERTENSI	paratype	1
PARATYPE OF TRIMERESURUS DUNNI	paratype	1
PARATYPE OF TRIMETOPON BARBOURI	paratype	1
PARATYPE OF TRIMORPHODON BISCUTATUS SEMIRUTUS	paratype	1
PARATYPE OF TRIONYX SPINIFER GUADALUPENSIS	paratype	1
PARATYPE OF TRIONYX SPINIFER PALLIDUS	paratype	1
PARATYPE OF TRITURUS GRANULOSUS TWITTYI	paratype	1
PARATYPE OF TRITURUS GRANULOSUS TWITTYI, BISHOP, 1941, OCCAS. PAPERS MUS. ZOOL. UNIV. MICHIGAN, 451:16	paratype	1
PARATYPE OF TRITURUS PERSTRIATUS, BISHOP, 1941, OCCAS. PAPERS MUS. ZOOL. UNIV. MICHIGAN, 451:3	paratype	1
PARATYPE OF TROPIDODIPSAS SPILOGASTER, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:197	paratype	1
PARATYPE OF TROPIDOPHIS HAETIANUS HEMERUS, SCHWARTZ, 1975, J. HERPETOL., 9:304	paratype	1
PARATYPE OF TROPIDOPHIS HAETIANUS TIBURONENSIS, SCHWARTZ, 1975, J. HERPETOL., 9:306	paratype	1
PARATYPE OF TROPIDOPHIS MACULATUS PILSBRYI & T PILSBRYI GALACELIDUS	paratype	1
PARATYPE OF TROPIDOPHIS MELANURUS ERICKSONI, SCHWARTZ AND THOMAS, 1960, HERPETOLOGICA, 16:74	paratype	1
PARATYPE OF TROPIDOPHIS NIGRIVENTRIS HARDYI	paratype	1
PARATYPE OF TROPIDOPHORUS HAINANUS	paratype	1
PARATYPE OF TROPIDOPHORUS LAOTUS	paratype	1
PARATYPE OF TROPIDOPHORUS RIVULARIS, TAYLOR, 1915, PHILIPPINE JOUR. SCI., (D) 10:106	paratype	1
PARATYPE OF TURDUS POLIOCEPHALUS KULAMBANGRAE	paratype	1
PARATYPE OF TURDUS POLIOCEPHALUS MINDORENSIS, OGILVIE-GRANT. 1896.	paratype	1
PARATYPE OF TURNIX OCELLATA BENGUETENSIS, PARKES, K.C. 1968. AN UNDESCRIBED SUBSPECIES OF BUTTON-QUAIL FROM THE PHILIPPINES. BULLETIN OF THE BRITISH ORNITHOLOGISTS' CLUB, 88: 24. PAGE 24, PUBLISHED FEBRUARY 1968.	paratype	1
PARATYPE OF TYLOTOTRITON SHANJING	paratype	1
PARATYPE OF TYPHLOPS DENDROPHIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:60	paratype	1
PARATYPE OF TYPHLOPS DUCTULIFORMES	paratype	1
PARATYPE OF TYPHLOPS GRANTI	paratype	1
PARATYPE OF TYPHLOPS HAITIENSIS, RICHMOND, 1964, BREVIORA, 202:5	paratype	1
PARATYPE OF TYPHLOPS HECTUS, THOMAS, 1974, PROC. BIO. SOC. WASHINGOTN, 87:12	paratype	1
PARATYPE OF TYPHLOPS LONGICAUDA, TAYLOR, 1919, PHILPPINE JOUR. SCI., 14:108	paratype	1
PARATYPE OF TYPHLOPS MONASTUS GEOTOMUS, THOMAS, 1966, PROC. BIO. SOC. WASHINGOTN, 79:260	paratype	1
PARATYPE OF TYPHLOPS MONASTUS MONASTUS, THOMAS, 1966, PROC. BIO. SOC. WASHINGOTN, 79:257	paratype	1
PARATYPE OF TYPHLOPS RICHARDI CATAPONTUS, 1965, REV. BIO. TROP., 13:190	paratype	1
PARATYPE OF TYPHLOPS RICHARDI NAUGUS, 1965, REV. BIO. TROP., 13:192	paratype	1
PARATYPE OF TYPHLOPS SCORTECCI,  GANS AND LAURENT, 1965, ANN, MUS. ROY. AFRIQUE CENT., SER. 8, 134:56	paratype	1
PARATYPE OF TYPHLOPS SCORTECCI, GANS AND LAURENT, 1965, ANN, MUS. ROY. AFRIQUE CENT., SER. 8, 134:56	paratype	1
PARATYPE OF TYPHLOPS SYNTHERUS, THOMAS, 1965, COPEIA, 1965:436	paratype	1
PARATYPE OF TYPHLOPS TETRATHYREUS, THOMAS, 1989, BIOGEOGRAPHY OF THE WEST INDIES (C. WOODS, ED.):414.	paratype	1
PARATYPE OF TYPHLOSAURUS LINEATUS JAPPI, BROADLEY, 1968, ARNOLDIA 3(36):13	paratype	1
PARATYPE OF TYPHLOTRITON NEREUS	paratype	1
PARATYPE OF UMBRIVAGA MERTENSI	paratype	1
PARATYPE OF URAEGINTHUS BENGALUS BRUNNEIGULARIS, MEARNS, E.A. 1911. FIFTEEN NEW AFRICAN BIRDS. SMITHSONIAN MISCELLANEOUS COLLECTIONS, VOL.56, NO.20:1-11. PAGES 6-7, PUBLISHED 7 APR 1911.	paratype	1
PARATYPE OF URAEOTYPHLUS	paratype	1
PARATYPE OF UROMACER CATESBYI CEREOLINEATUS, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:138	paratype	1
PARATYPE OF UROMACER CATESBYI INSULAEVACCARUM, SCHWARTZ, 1970, TULANE STUD. ZOOL. BOT., 16:136	paratype	1
PARATYPE OF UROMACER FRENATUS CHLORAUGES, SCHWARTZ, 1976, J. HERPETOL., 10:323	paratype	1
PARATYPE OF UROTHECA WILLIAMSI, ROZE, 1958, BREVIORA, 88:1	paratype	1
PARATYPE OF UTA STANSBURIANA NEVADENSIS	paratype	1
PARATYPE OF UTA TAYLORI	paratype	1
PARATYPE OF VIREO PALLENS ANGULENSIS, PARKES, K.C. 1990. A REVISION OF THE MANGROVE VIREO. ANNALS OF CARNEGIE MUSEUM, 59:49-60. PAGE 52.	paratype	1
PARATYPE OF VIREO PALLENS NICOYENSIS, PARKES, K.C. 1990. A REVISION OF THE MANGROVE VIREO. ANNALS OF CARNEGIE MUSEUM, 59:49-60. PAGE 57.	paratype	1
PARATYPE OF WETMORETHRAUPIS STERRHOPTERON, LOWREY, G.H. AND O'NEILL, J.P. 1964. A NEW GENUS AND SPECIES OF TANAGER FROM PERU. THE AUK, 81:125-131. PAGE 126, PUBLISHED 30 APR 1964.	paratype	1
PARATYPE OF XENOSAURUS NEWMANORUM, TAYLOR, 1949, UNIV. KANSAS SCI. BULL., 33:183	paratype	1
PARATYPE OF ZONOSAURUS TSINGY	paratype	1
PARATYPE OF ZOSTEROPS TAHANENSIS	paratype	1
PARATYPE OF ZOSTEROPS VAALENSIS, GUNNING, J.W.B., AND ROBERTS, A. 1911. NEW RECORDS AND DESCRIPTIONS OF NEW SPECIES OF BIRDS IN THE TRANSVAAL MUSEUM COLLECTION. ANNALS TRANSVAAL MUSEUM, 3:115.	paratype	1
PARATYPE OFAMEIVA THORACICA, COPE, 1862, PROC. ACAD. NAT. SCI. PHILADELPHIA, 14:64	paratype	1
PARATYPE OFSPHAERODACTYLUS COPEI CATAPLEXIS, SCHWARTZ AND THOMAS, 1964, QUART. JOUR. FLORIDA ACAD. SCI., 27:236	paratype	1
PARATYPE PUBLISHED IN - WILSON, L. D., R. K. VAUGH AND J. R. DIXON. 1999. ANOTHER NEW SPECIES OF TANTILLA OF THE TAENIATA GROUP FROM CHIAPAS, MEXICO. JOURNAL OF HERPETOLOGY 33 (1): 1-5	paratype	1
PARATYPE SIBON NEBULATA HARTWEGI	paratype	1
PARATYPE, NOTES	paratype	1
PARATYPE, TYPE	paratype	1
PARATYPE.	paratype	1
PARATYPE; FIGURED AND CITED	paratype	1
PARATYPE?	paratype	1
PARATYPES	paratype	1
PARATYPES (MS)	paratype	1
PARATYPES DIPLOGLOSSUS COSTATUS OREISTES	paratype	1
PARATYPES OF  SCELOPORUS VARIABILIS OLLOPORUS	paratype	1
PARATYPES OF AGAMA LIONOTUS MWANZAE	paratype	1
PARATYPES OF AMBYSTOMA BARBOURI	paratype	1
PARATYPES OF AMBYSTOMA CINGULATUM BISHOPI	paratype	1
PARATYPES OF AMEIVA AUBERI SABULICOLOR	paratype	1
PARATYPES OF AMEIVA AUBERI USTULATA	paratype	1
PARATYPES OF AMEIVA UNDULATA GAIGEAE	paratype	1
PARATYPES OF AMEIVA UNDULATA PODARGA	paratype	1
PARATYPES OF AMEIVA UNDULATA SINISTRA	paratype	1
PARATYPES OF AMPHISBAENA XERA	paratype	1
PARATYPES OF ANOLIS COBANENSIS	paratype	1
PARATYPES OF ANOLIS RUTHVENI	paratype	1
PARATYPES OF ARISTELLIGER HECHTI	paratype	1
PARATYPES OF ATELOPUS SPURRELLI CERTUS	paratype	1
PARATYPES OF BARISIA IMBRICATA JONESI	paratype	1
PARATYPES OF BOLITOGLOSSA SAVAGEI	paratype	1
PARATYPES OF BOTHROPS SANCTAECRUCIS	paratype	1
PARATYPES OF BOTHROPS TZOTZILORUM	paratype	1
PARATYPES OF BUFO EXSUL	paratype	1
PARATYPES OF BUFO PISINNUS	paratype	1
PARATYPES OF BUFO TUTELARIUS	paratype	1
PARATYPES OF CELESTUS CRUSCULUS CUNDALLI	paratype	1
PARATYPES OF CELESTUS CRUSCULUS MOLESWORTHI	paratype	1
PARATYPES OF CHIROPTEROTRITON CHONDROSTEGA CRACENS	paratype	1
PARATYPES OF CNEMIDOPHORUS SACKI MAZATLANENSIS	paratype	1
PARATYPES OF CNEMIDOPHORUS SACKII INNOTATUS	paratype	1
PARATYPES OF COLEONYX VARIEGATUS SONORIENSIS	paratype	1
PARATYPES OF COLOSTETHUS RUTHVENI	paratype	1
PARATYPES OF CROTALUS WILLARDI SILUS	paratype	1
PARATYPES OF DARLINGTONIA HAETIANA VATICINATA	paratype	1
PARATYPES OF DIPLODACTYLUS WILLIAMSI	paratype	1
PARATYPES OF ELEUTHERODACTYLUS AMNISCOLA	paratype	1
PARATYPES OF ELEUTHERODACTYLUS ANGELICUS	paratype	1
PARATYPES OF ELEUTHERODACTYLUS AUDANTI	paratype	1
PARATYPES OF ELEUTHERODACTYLUS COCHRANAE	paratype	1
PARATYPES OF ELEUTHERODACTYLUS ESCOCES	paratype	1
PARATYPES OF ELEUTHERODACTYLUS KARLSCHMIDTI	paratype	1
PARATYPES OF ELEUTHERODACTYLUS RHYACOBATRACHUS	paratype	1
PARATYPES OF ELEUTHERODACTYLUS RICORDII ROGERSI	paratype	1
PARATYPES OF ELEUTHERODACTYLUS VIRIDICANS	paratype	1
PARATYPES OF ELEUTHERODACTYLUS WALKERI	paratype	1
PARATYPES OF HOLBROOKIA TEXANA SCITULA	paratype	1
PARATYPES OF HYLA AURANTIACA SURDA	paratype	1
PARATYPES OF HYLA BOGERTI	paratype	1
PARATYPES OF HYLA PARKERI	paratype	1
PARATYPES OF HYLA WRIGHTORUM	paratype	1
PARATYPES OF HYMENOCHIRUS BOULENGERI	paratype	1
PARATYPES OF HYPEROLIUS CYSTOCANDICANS	paratype	1
PARATYPES OF LEIOCEPHALUS CARINATUS GRANTI	paratype	1
PARATYPES OF LEPIDOBLEPHARIS BARBOURI	paratype	1
PARATYPES OF LEPTODACTYLUS AMAZONICUS	paratype	1
PARATYPES OF LEPTODACTYLUS BOKERMANNI	paratype	1
PARATYPES OF LEPTODACTYLUS ELENAE	paratype	1
PARATYPES OF LINEATRITON ORCHIMELAS	paratype	1
PARATYPES OF LIOLAEMUS FITTKAUI	paratype	1
PARATYPES OF LIOLAEMUS POLYSTICTUS	paratype	1
PARATYPES OF LYGODACTYLUS PICTURATUS MOMBASICUS	paratype	1
PARATYPES OF LYGOSOMA VITTIGERUM KRONFANUM	paratype	1
PARATYPES OF MANCULUS QUADRIDIGITATUS PALUDICOLUS	paratype	1
PARATYPES OF NINIA DIADEMATA NIETOI	paratype	1
PARATYPES OF OEDIPINA PSEUDOUNIFORMIS	paratype	1
PARATYPES OF OEDIPUS BROMELIACIA	paratype	1
PARATYPES OF OEDIPUS FRANKLINI	paratype	1
PARATYPES OF OEDIPUS GOEBELI	paratype	1
PARATYPES OF OEDIPUS NASALIS	paratype	1
PARATYPES OF PHYLLOBATES FLOTATOR	paratype	1
PARATYPES OF PHYLLOBATES NUBICOLA	paratype	1
PARATYPES OF PHYLLODACTYLUS DAVISI	paratype	1
PARATYPES OF PHYLLODACTYLUS MAGISTER	paratype	1
PARATYPES OF PLETHODON CINEREUS SERRATUS	paratype	1
PARATYPES OF PLETHODON DIXI, POPE AND FOWLER, 1949, NAT. HIST. MISC., 47:1	paratype	1
PARATYPES OF PLETHODON GORDONI	paratype	1
PARATYPES OF PLETHODON JORDANI TEYAHALEE	paratype	1
PARATYPES OF PLETHODON SHERMANI RABUNENSIS, POPE AND HAIRSTON, 1948, COPEIA, 1948:106	paratype	1
PARATYPES OF PROCTOPORUS RANEYI	paratype	1
PARATYPES OF PSEUDACRIS BRIMLEYI	paratype	1
PARATYPES OF PSEUDACRIS STRECKERI ILLINOENSIS	paratype	1
PARATYPES OF PSEUDOBRANCHUS STRIATUS AXANTHUS	paratype	1
PARATYPES OF PSEUDOEURYCEA LONGICAUDA	paratype	1
PARATYPES OF PSEUDOEURYCEA SCANDENS	paratype	1
PARATYPES OF PSEUDOPHRYNE BLANCHARDI	paratype	1
PARATYPES OF PSEUDOTRITON MONTANUS DIASTICUS	paratype	1
PARATYPES OF RANA MACRODON MACROCEPHALA	paratype	1
PARATYPES OF RANA SEVOSA	paratype	1
PARATYPES OF SCELOPORUS ADLERI	paratype	1
PARATYPES OF SCELOPORUS AENEUS BICANTHALIS	paratype	1
PARATYPES OF SCELOPORUS MERRIAMI ANNULATUS	paratype	1
PARATYPES OF SCELOPORUS TAENIOCNEMUS HARTWEGI	paratype	1
PARATYPES OF SCELOPORUS UNDULATUS BELLI	paratype	1
PARATYPES OF SCELOPORUS UNDULATUS VIRGATUS	paratype	1
PARATYPES OF SPHAERODACTYLUS DANFORTHI	paratype	1
PARATYPES OF SPHAERODACTYLUS NOTATUS ATACTUS	paratype	1
PARATYPES OF SPHAERODACTYLUS RICHARSONI GOSSEI	paratype	1
PARATYPES OF SPHAERODACTYLUS ROOSEVELTI	paratype	1
PARATYPES OF STENOCERCUS HUANCABAMBAE	paratype	1
PARATYPES OF TANTILLA RELICTA PAMLICA	paratype	1
PARATYPES OF THAMNOPHIS EQUES VIRGATENUIS	paratype	1
PARATYPES OF THAMNOPHIS ORDINOIDES HYDROPHILA	paratype	1
PARATYPES OF TOMODACTYLUS PETERSI	paratype	1
PARATYPES OF TOMODACTYLUS PETERSI & T NITIDUS ORARIUS	paratype	1
PARATYPES OF TRETANORHINUS NIGROLUTEUS MERTENSI	paratype	1
PARATYPES OF TRITURUS GRANULOSUS TWITTYI	paratype	1
PARATYPES OF TRITURUS PERSTRIATUS	paratype	1
PARATYPES OF TROPICOLOTES PERSICUS EUPHORBIACOLA	paratype	1
PARATYPES OF TROPIDOPHORUS LAOTUS	paratype	1
PARATYPES OF TROPIDOPHORUS ROBINSONI	paratype	1
PARATYPES OF TYPHLOTRITON NEREUS	paratype	1
PARATYPES OF UTA STANSBURIANA NEVADENSIS	paratype	1
PARATYPES PLETHODON GLUTINOSUS ALBAGULA	paratype	1
PARATYPES PSEUDOBRANCHUS STRIATUS SPHENISCUS	paratype	1
PARATYPES PSEUDOEURYCEA EXSPECTATA	paratype	1
PARATYPES PSEUDOPALUDICOLA BOLIVIANA	paratype	1
PARATYPES TOMODACTYLUS GRANDIS	paratype	1
PARATYPES.	paratype	1
PARATYPES; FIGURED AND CITED	paratype	1
PARAYTPE	paratype	1
PART OF HOLOTYPE	holotype	1
PART OF PARATYPE	paratype	1
PARTE DEL HOLOTIPO	holotype	1
PHOTO OF TYPE		1
PIPIENS		1
PLASTOTYPE	plastotype	1
PLASTOTYPE; FIGURED AND CITED	plastotype	1
PLASTOTYPES	plastotype	1
PLESIOTYPE	plesiotype	1
P-N. COMB.; FIGURED AND CITED; A-CITED		1
POSSIBLE HOLOTYPE	holotype	1
POSSIBLE ISOSYNTYPE	isosyntype	1
POSSIBLE ISOTYPE	isotype	1
POSSIBLE PARATYPE OF PARUS MAJOR KAGOSHIMAE, TAKA-TSUKASA. 1919. DOBUTSUGAKU ZASSHI, 31:55.	paratype	1
POSSIBLE SYNTYPE	syntype	1
POSSIBLE TYPE	type	1
POSSIBLETYPE	type	1
POSSIBLY FIGURED		1
PREVIOUS LACM TYPE(S)		1
PRINT CARD		1
PROBABLE HOLOTYPE	holotype	1
PROBABLE ISOLECTOTYPE	isolectotype	1
PROBABLE ISOSYNTYPE	isosyntype	1
PROBABLE ISOTYPE	isotype	1
PROBABLE PARALECTOTYPE	paralectotype	1
PROBABLE SYNTYPE	syntype	1
PROBABLE SYNTYPE OF LEMBEYI	syntype	1
PROBABLE TYPE	type	1
PROBABLE TYPE OF SCOLOPAX LONGIROSTRIS	type	1
PROBABLY NOT A TYPE		1
PUBL		1
PUBL?		1
PUTATIVE TYPE	type	1
REFERRED		1
REFERRED; CITED		1
REFERRED; FIGURED AND CITED		1
REPLICA OF FIGURED SPECIMEN		1
S		1
SCHUBOTZI		1
SECONDARY TYPE	type	1
SEE NOTES		1
SINTIPO	syntype	1
SKIN		1
STATED NOT TYPE ON EVAC.		1
SYN	syntype	1
SYN TYPE	syntype	1
SYN TYPE OF P. SUPERCILIARIS	syntype	1
SYN TYPE S.G. CHAPMANI B[ILLEG][ILLEG][ILLEG][ILLEG]OZ, 1941	syntype	1
SYNON. TYPE	syntype	1
SYNTYPE	syntype	1
SYNTYPE FRAGMENT	syntype	1
SYNTYPE OF AETHOPYGA AROLASI BOURNS & WORCESTER	syntype	1
SYNTYPE OF ANOLIS BOCOURTII	syntype	1
SYNTYPE OF ANOLIS GORGONAE	syntype	1
SYNTYPE OF ANOLIS GRANULICEPS	syntype	1
SYNTYPE OF ANOLIS TROSSULUS	syntype	1
SYNTYPE OF ATELOPUS GRACILIS	syntype	1
SYNTYPE OF BOGERTIA LUTZAE	syntype	1
SYNTYPE OF CALLIPEPLA GAMBELII DESERTICOLA	syntype	1
SYNTYPE OF CAMPYLORHYNCHUS BRUNNEICAPILLUS SANDIEG	syntype	1
SYNTYPE OF CATHARUS FRANTZII WALDRONI PHILLIPS	syntype	1
SYNTYPE OF CATHARUS FRANTZII WETMOREI	syntype	1
SYNTYPE OF CELUTA HELENAE	syntype	1
SYNTYPE OF CEYX NIGRIROSTRIS BOURNS & WORCESTER	syntype	1
SYNTYPE OF CHIBIA MENAGEI BOURNS & WORCESTER	syntype	1
SYNTYPE OF CHRYSEMYS MARGINATA	syntype	1
SYNTYPE OF CINOSTERNUM BAURII	syntype	1
SYNTYPE OF CISTOTHORUS PALUSTRIS DESERTICOLA	syntype	1
SYNTYPE OF CNEMIDOPHORUS PRAESIGNIS	syntype	1
SYNTYPE OF CORVUS UNICOLOR	syntype	1
SYNTYPE OF CYCLORHAMPHUS CULEUS	syntype	1
SYNTYPE OF DACTYLOPSILA MEGALURA	syntype	1
SYNTYPE OF DICAEUM PALLIDIOR BOURNS & WORCESTER	syntype	1
SYNTYPE OF DIPODOMYS ORDII CHAPMANI	syntype	1
SYNTYPE OF DIPODOMYS ORDII CHAPMANI (MEARNS)	syntype	1
SYNTYPE OF EUPEMPHIX MACULIVENTRIS	syntype	1
SYNTYPE OF EUPHRYNE OBESUS	syntype	1
SYNTYPE OF EUTAINIA FAIREYI	syntype	1
SYNTYPE OF FULMARUS GLACIALIS COLUMBA, ANTHONY, A. W. 1895. THE FULMARS OF SOUTHERN CALIFORNIA **INCORRECTLY LISTED AS 21 FEB**. AUK, 100-109. PAGE 105, PUBLISHED APRIL 1895.	syntype	1
SYNTYPE OF FULMARUS GLACIALIS COLUMBA, ANTHONY, A. W. 1895. THE FULMARS OF SOUTHERN CALIFORNIA. AUK, 100-109. PAGE 105, PUBLISHED APRIL 1895.	syntype	1
SYNTYPE OF GONIOCHELYS MINOR	syntype	1
SYNTYPE OF GYMNODACTYLUS INTERMEDIUS	syntype	1
SYNTYPE OF HELOCAETES FERIARUM	syntype	1
SYNTYPE OF HYLA ANCEPS	syntype	1
SYNTYPE OF HYLA CUSPIDATA	syntype	1
SYNTYPE OF HYLA VARIABILIS	syntype	1
SYNTYPE OF HYLODES BRICENI	syntype	1
SYNTYPE OF HYLOTERPE MAJOR BOURNS & WORCESTER	syntype	1
SYNTYPE OF HYLOTERPE WINCHELLI BOURNS & WORCESTER	syntype	1
SYNTYPE OF IOLE CINEREICEPS BOURNS & WORCESTER	syntype	1
SYNTYPE OF IOLE CINEREICEPS WORCESTER & BOURNS	syntype	1
SYNTYPE OF JUNCO TOWNSENDI, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 76, PUBLISHED 11 OCTOBER 1889.	syntype	1
SYNTYPE OF LAETA	syntype	1
SYNTYPE OF LEONTOPITHECUS CHRYSOMELA ((KUHL))	syntype	1
SYNTYPE OF LEPTODACTYLUS NANUS	syntype	1
SYNTYPE OF LIMNODYTES ULCEROSUS	syntype	1
SYNTYPE OF LITHODYTES PODICIFERUS	syntype	1
SYNTYPE OF OPHIBOLUS EVANSII	syntype	1
SYNTYPE OF ORIOLUS CINEREOGENYS BOURNS & WORCESTER	syntype	1
SYNTYPE OF ORTONI	syntype	1
SYNTYPE OF P. SUPERCILIARIS	syntype	1
SYNTYPE OF PALMERIA MIRABILITS ROTHSCHILD	syntype	1
SYNTYPE OF PARUS WOLLWEBERI VANDEVENDERI	syntype	1
SYNTYPE OF PERSONATA	syntype	1
SYNTYPE OF PHABOTRERON BRUNNEICEPS BOURNS & WORCESTER	syntype	1
SYNTYPE OF PHYLLOBATES TRINITATIS	syntype	1
SYNTYPE OF PHYLLODACTYLUS ESSEXI	syntype	1
SYNTYPE OF PROPINQUA	syntype	1
SYNTYPE OF PSEUDIS FUSCA	syntype	1
SYNTYPE OF PUFFINUS MCGALLI, SHUFELDT, R.W. 1916. THE BIRD-CAVES OF THE BERMUDAS AND THEIR FORMER INHABITANTS. IBIS, 623-637. PAGE 630, PUBLISHED 2 OCTOBER 1916.	syntype	1
SYNTYPE OF RHIPIDURA SAULI BOURNS & WORCESTER	syntype	1
SYNTYPE OF RHYNOMYIAS [SIC] OCCULARIS [SIC] BOURNS & WORCESTER	syntype	1
SYNTYPE OF SCINCUS OFFICINALIS LINEOLATA	syntype	1
SYNTYPE OF SIALIA MEXICANA ANABELAE, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO ***INCORRECTLY LISTED AS MALE***. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 79, PUBLISHED 11 OCTOBER 1889.	syntype	1
SYNTYPE OF SIALIA MEXICANA ANABELAE, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 79, PUBLISHED 11 OCTOBER 1889.	syntype	1
SYNTYPE OF SPHAERODACTYLUS FLAVICAUDUS	syntype	1
SYNTYPE OF SPHENOMORPHUS JAGORII DIVERGENS	syntype	1
SYNTYPE OF STENOSTOMA MYOPICUM	syntype	1
SYNTYPE OF STRIX MINUTISSIMA (WIED, 1830)	syntype	1
SYNTYPE OF T. A. MARIANAE	syntype	1
SYNTYPE OF T. A. MERIANAE	syntype	1
SYNTYPE OF TROGLODYTES TROGLODYTES OBSCURIOR	syntype	1
SYNTYPE OF VIREO HUTTONI PARKESI	syntype	1
SYNTYPE OF VIREO HUTTONI PARKESI, REA, A. M. [IN PHILLIPS, A. R.]. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 184. PAGE 184, PUBLISHED 1991.	syntype	1
SYNTYPE OF VIREO HUTTONI SIERRAE	syntype	1
SYNTYPE OF VIREO HUTTONI SIERRAE, REA, A. M. [IN PHILLIPS, A. R.]. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA.184. PAGE 184, PUBLISHED 1991.	syntype	1
SYNTYPE OF VIREO HUTTONI UNITTI	syntype	1
SYNTYPE OF VIREO HUTTONI UNITTI, REA, A. M. [IN PHILLIPS, A. R.]. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 185. PAGE 185, PUBLISHED 1991.	syntype	1
SYNTYPE OF ZOSTEROPS SIQUIJORENSIS BOURNS & WORCESTER	syntype	1
SYNTYPE OF ZOSTEROPS SIQUIJORENSIS. BOURNS, F. S. AND D. C. WORCESTER. 1894. PRELIMINARY NOTES ON THE BIRDS AND MAMMALS COLLECTED BY THE MENAGE SCIENTIFIC EXPEDITION TO THE PHILIPPINE ISLANDS THE MINN. ACAD. OF NAT. SCIENCES, OCCAS. PAPERS 1(1): 21	syntype	1
SYNTYPE OR HOLOTYPE	type	1
SYNTYPE OR HOLOTYPE?	type	1
SYNTYPE OR LECTOTYPE	syntype	1
SYNTYPE OR PARALECTOTYPE	syntype	1
SYNTYPE TUNNEYI	syntype	1
SYNTYPE; SYNTYPE	syntype	1
SYNTYPE?	syntype	1
SYNTYPE]	syntype	1
SYNTYPES	syntype	1
SYNTYPES OF ANOLIS ASPER	syntype	1
SYNTYPES OF ANOLIS CEPEDII CINEREUS	syntype	1
SYNTYPES OF ANOLIS CEPEDII GENTILIS	syntype	1
SYNTYPES OF ANOLIS CONSPERSUS	syntype	1
SYNTYPES OF ANOLIS LIVIDUS	syntype	1
SYNTYPES OF ANOLIS VINCENTII	syntype	1
SYNTYPES OF ANOLIS VIRGATUS	syntype	1
SYNTYPES OF CRASSPEDOGLOSSA SANCTAE-CATHERINAE	syntype	1
SYNTYPES OF EURYCEA TYNERENSIS	syntype	1
SYNTYPES OF HYLA ALBOFRENATA	syntype	1
SYNTYPES OF HYLA VARIABILIS	syntype	1
SYNTYPES OF LEPTODACTYLUS VALIDUS	syntype	1
SYNTYPES OF PRISTURUS PERCRISTATUS	syntype	1
SYNTYPES OF SCINCUS OFFICINALIS CUCULLATA	syntype	1
